code,name,date,open,high,low,close,volume,trade_value
058470,¸®³ë°ø¾÷,20240417,53253,55455,52853,53453,1032413,56044
058470,¸®³ë°ø¾÷,20240418,53353,54555,53153,53954,596998,32082
058470,¸®³ë°ø¾÷,20240419,53353,55255,52152,54755,1200285,64624
058470,¸®³ë°ø¾÷,20240422,52953,53554,49650,49950,1541234,78670
058470,¸®³ë°ø¾÷,20240423,50651,50951,48348,48549,784605,38542
058470,¸®³ë°ø¾÷,20240424,50050,52452,49950,51351,1037138,53238
058470,¸®³ë°ø¾÷,20240425,50050,51752,49950,50250,480190,24347
058470,¸®³ë°ø¾÷,20240426,51552,52452,50551,50751,520360,26769
058470,¸®³ë°ø¾÷,20240429,51451,51752,50450,51051,442942,22541
058470,¸®³ë°ø¾÷,20240430,51051,51552,50050,50250,441838,22390
058470,¸®³ë°ø¾÷,20240502,49349,52052,49149,51952,455719,23320
058470,¸®³ë°ø¾÷,20240503,53954,57457,53554,54855,2063292,114619
058470,¸®³ë°ø¾÷,20240507,56957,61862,56356,59660,2587043,154560
058470,¸®³ë°ø¾÷,20240508,59259,59560,57958,58959,907942,53345
058470,¸®³ë°ø¾÷,20240509,58058,60160,58058,58659,804286,47510
058470,¸®³ë°ø¾÷,20240510,58258,59359,56557,57257,874261,50248
058470,¸®³ë°ø¾÷,20240513,57658,58759,56857,58258,638936,36925
058470,¸®³ë°ø¾÷,20240514,58659,60861,54655,57958,1738172,101252
058470,¸®³ë°ø¾÷,20240516,56356,58659,53754,53754,3063596,168916
058470,¸®³ë°ø¾÷,20240517,53954,54855,52452,53253,1082862,58121
058470,¸®³ë°ø¾÷,20240520,53554,54054,52452,53754,702488,37412
058470,¸®³ë°ø¾÷,20240521,55455,55455,53754,54655,885010,48408
058470,¸®³ë°ø¾÷,20240522,55055,56456,53954,55055,745235,41274
058470,¸®³ë°ø¾÷,20240523,56456,56557,53453,53754,780040,42535
058470,¸®³ë°ø¾÷,20240524,52653,53353,51952,52452,712268,37356
058470,¸®³ë°ø¾÷,20240527,52753,56056,52653,55756,1001638,54554
058470,¸®³ë°ø¾÷,20240528,56557,56657,54855,55255,842827,46745
058470,¸®³ë°ø¾÷,20240529,55556,55556,53654,54555,787687,42796
058470,¸®³ë°ø¾÷,20240530,53754,54354,52252,53253,486948,25906
058470,¸®³ë°ø¾÷,20240531,52953,53854,52653,53654,380135,20304
058470,¸®³ë°ø¾÷,20240603,53654,55355,52152,54454,779590,41665
058470,¸®³ë°ø¾÷,20240604,54555,55255,53353,53554,480150,26034
058470,¸®³ë°ø¾÷,20240605,54154,54254,52352,53153,591099,31352
058470,¸®³ë°ø¾÷,20240607,53954,55656,53353,53353,928911,50420
058470,¸®³ë°ø¾÷,20240610,52653,55055,52252,54955,726818,39281
058470,¸®³ë°ø¾÷,20240611,54254,54254,51351,52052,1623566,84593
058470,¸®³ë°ø¾÷,20240612,53453,55055,52853,53053,1432468,77282
058470,¸®³ë°ø¾÷,20240613,54655,54755,52853,52853,1113821,59303
058470,¸®³ë°ø¾÷,20240614,53153,53353,51852,52252,815544,42761
058470,¸®³ë°ø¾÷,20240617,52553,55055,51652,53353,1251209,67169
058470,¸®³ë°ø¾÷,20240618,54354,54655,52052,52452,750689,39714
058470,¸®³ë°ø¾÷,20240619,52953,53253,51451,52152,652483,34005
058470,¸®³ë°ø¾÷,20240620,52052,52452,50651,51351,533971,27420
058470,¸®³ë°ø¾÷,20240621,50651,50851,48649,49449,1169376,57565
058470,¸®³ë°ø¾÷,20240624,48649,49349,48448,49149,414865,20253
058470,¸®³ë°ø¾÷,20240625,47648,48348,46947,47848,944655,44982
058470,¸®³ë°ø¾÷,20240626,48048,48348,46246,46547,921084,43134
058470,¸®³ë°ø¾÷,20240627,46246,47047,45646,46547,473956,21961
058470,¸®³ë°ø¾÷,20240628,46547,47748,46547,47047,425739,20073
058470,¸®³ë°ø¾÷,20240701,47047,47848,46547,46947,398516,18765
058470,¸®³ë°ø¾÷,20240702,46847,46847,44044,44745,1292143,57943
058470,¸®³ë°ø¾÷,20240703,44344,44545,42943,44244,801638,35101
058470,¸®³ë°ø¾÷,20240704,44344,45245,44244,44645,559840,24968
058470,¸®³ë°ø¾÷,20240705,45245,45345,43644,44044,587772,26044
058470,¸®³ë°ø¾÷,20240708,43744,44745,43343,44745,557253,24637
058470,¸®³ë°ø¾÷,20240709,45045,48348,44745,47447,1826658,86400
058470,¸®³ë°ø¾÷,20240710,47447,49049,46847,48348,878367,42433
058470,¸®³ë°ø¾÷,20240711,49249,49850,48348,48849,859121,42136
058470,¸®³ë°ø¾÷,20240712,47247,49750,47147,48849,640794,31259
058470,¸®³ë°ø¾÷,20240715,48649,48849,47347,48148,333172,15996
058470,¸®³ë°ø¾÷,20240716,48448,49950,48148,48749,539496,26366
058470,¸®³ë°ø¾÷,20240717,48749,48749,45145,45445,826294,38305
058470,¸®³ë°ø¾÷,20240718,43243,45846,43143,45445,1139196,50231
058470,¸®³ë°ø¾÷,20240719,44945,45245,43644,43944,493936,21825
058470,¸®³ë°ø¾÷,20240722,43343,43844,42042,42442,863606,36719
058470,¸®³ë°ø¾÷,20240723,42843,43143,41642,41842,727163,30707
058470,¸®³ë°ø¾÷,20240724,41942,43443,41842,42442,709990,30204
058470,¸®³ë°ø¾÷,20240725,42342,42342,40040,40741,514466,20987
058470,¸®³ë°ø¾÷,20240726,40741,41141,39980,40140,428756,17321
058470,¸®³ë°ø¾÷,20240729,40240,40340,39680,40140,437947,17490
058470,¸®³ë°ø¾÷,20240730,39700,39960,38719,39459,537742,21125
058470,¸®³ë°ø¾÷,20240731,39099,40641,38398,40140,529520,20889
058470,¸®³ë°ø¾÷,20240801,42042,42042,39920,40340,536898,21905
058470,¸®³ë°ø¾÷,20240802,39199,39439,37057,37918,1032832,39051
058470,¸®³ë°ø¾÷,20240805,36797,38158,32833,33834,1149960,41135
058470,¸®³ë°ø¾÷,20240806,36797,37918,36036,37337,1034276,38502
058470,¸®³ë°ø¾÷,20240807,38018,40641,37818,39439,947892,37510
058470,¸®³ë°ø¾÷,20240808,39019,41141,38398,38518,919466,36364
058470,¸®³ë°ø¾÷,20240809,40841,42242,39199,39199,793007,32033
058470,¸®³ë°ø¾÷,20240812,39479,41742,39439,40641,601628,24619
058470,¸®³ë°ø¾÷,20240813,40841,41642,39900,41141,415994,17017
058470,¸®³ë°ø¾÷,20240814,42543,43043,41642,42342,623312,26451
058470,¸®³ë°ø¾÷,20240816,43944,44545,43343,44444,672318,29608
058470,¸®³ë°ø¾÷,20240819,43944,44144,41842,41942,478636,20367
058470,¸®³ë°ø¾÷,20240820,42843,43143,40941,41041,517532,21462
058470,¸®³ë°ø¾÷,20240821,40240,41241,40020,40641,404101,16339
058470,¸®³ë°ø¾÷,20240822,40841,40941,39800,40240,423806,16956
058470,¸®³ë°ø¾÷,20240823,39279,41141,39279,40440,288487,11648
058470,¸®³ë°ø¾÷,20240826,41141,41241,38899,38959,475799,18795
058470,¸®³ë°ø¾÷,20240827,38438,38939,38138,38298,431344,16591
058470,¸®³ë°ø¾÷,20240828,38338,39920,38238,39920,472318,18545
058470,¸®³ë°ø¾÷,20240829,38539,39239,37798,38859,479206,18429
058470,¸®³ë°ø¾÷,20240830,38919,39519,38338,39179,416578,16192
058470,¸®³ë°ø¾÷,20240902,39139,39499,38478,38839,266184,10356
