symbol,trades,wins,losses,win_rate_pct,net_pnl,avg_pnl_pct,avg_profit_pct,avg_loss_pct,avg_holding_minutes
005930,1,0,1,0.0,-1500.0,-2.1127,0.0,-2.1127,0.1
