code,name,date,open,high,low,close,volume,trade_value
222800,심텍,20250321,22550,24200,22500,22850,2408430,56275
222800,심텍,20250324,23300,23650,22600,23200,884733,20496
222800,심텍,20250325,23550,23550,21350,21450,1001291,22163
222800,심텍,20250326,21250,22000,20900,21750,413532,8935
222800,심텍,20250327,21000,21700,20850,21150,439211,9318
222800,심텍,20250328,21250,21350,20000,20050,449118,9149
222800,심텍,20250331,19190,20200,19130,19450,564092,11033
222800,심텍,20250401,19720,20100,18850,19620,506741,9862
222800,심텍,20250402,19600,19870,19120,19210,357417,6984
222800,심텍,20250403,18300,18820,18170,18540,418390,7765
222800,심텍,20250404,17830,18830,17280,18100,702131,12592
222800,심텍,20250407,17210,17270,16750,16800,430597,7311
222800,심텍,20250408,17690,17780,16940,17230,408211,7081
222800,심텍,20250409,16760,17780,16760,17220,382873,6636
222800,심텍,20250410,18950,19200,17820,17820,582082,10622
222800,심텍,20250411,17460,17970,17070,17810,371060,6485
222800,심텍,20250414,18320,18450,17000,17370,758011,13250
222800,심텍,20250415,17500,17560,17100,17490,440969,7661
222800,심텍,20250416,17180,17180,16500,16650,463706,7788
222800,심텍,20250417,16290,16970,16260,16970,265338,4436
222800,심텍,20250418,16810,16830,16370,16780,332142,5488
222800,심텍,20250421,16750,17380,16700,16900,242380,4114
222800,심텍,20250422,16800,16900,16490,16650,179718,2993
222800,심텍,20250423,17090,17490,16870,17410,339767,5841
222800,심텍,20250424,17640,17640,16950,17090,325690,5577
222800,심텍,20250425,17340,17630,16880,17090,263382,4525
222800,심텍,20250428,17130,17130,16260,16340,416901,6865
222800,심텍,20250429,16410,16610,16330,16570,151746,2500
222800,심텍,20250430,16530,16540,15650,15740,352608,5619
222800,심텍,20250502,15820,16380,15740,16080,185043,2983
222800,심텍,20250507,16330,16330,15980,16120,165070,2665
222800,심텍,20250508,16320,16600,16130,16160,213581,3479
222800,심텍,20250509,16320,16320,15710,15930,193330,3065
222800,심텍,20250512,16110,17290,15600,17280,550411,9271
222800,심텍,20250513,18080,18260,17440,17680,539232,9644
222800,심텍,20250514,18100,18180,17720,18000,297190,5358
222800,심텍,20250515,18050,18230,17330,17420,238485,4230
222800,심텍,20250516,17410,17430,16730,16940,199850,3383
222800,심텍,20250519,16780,16780,16160,16350,170350,2786
222800,심텍,20250520,16700,17500,16650,16850,360152,6194
222800,심텍,20250521,17050,18540,16940,18110,868346,15642
222800,심텍,20250522,18060,18370,17815,17990,396524,7151
222800,심텍,20250523,18120,18190,17660,17720,248991,4456
222800,심텍,20250526,18080,19070,17770,18840,602675,11255
222800,심텍,20250527,18990,19010,18270,18660,392366,7360
222800,심텍,20250528,19160,19690,19020,19190,732009,14168
222800,심텍,20250529,19850,19850,18630,18730,472592,8946
222800,심텍,20250530,18430,18430,17800,17890,317297,5730
222800,심텍,20250602,17780,18200,17720,17890,186455,3344
222800,심텍,20250604,18360,18530,18040,18070,225588,4140
222800,심텍,20250605,18360,21900,18160,21300,2152364,44216
222800,심텍,20250609,21500,22250,21200,21750,634668,13782
222800,심텍,20250610,22250,22250,21100,21500,689380,14860
222800,심텍,20250611,23000,24300,22650,23300,2130040,49952
222800,심텍,20250612,22600,24500,22450,23500,1148005,27292
222800,심텍,20250613,24200,24200,22700,24000,792010,18546
222800,심텍,20250616,23500,23800,23050,23700,464821,10911
222800,심텍,20250617,24800,25900,23300,23900,1098684,27126
222800,심텍,20250618,24000,24300,22950,23300,534767,12541
222800,심텍,20250619,23700,24200,23150,23300,439668,10378
222800,심텍,20250620,23450,24800,23100,24500,781564,18978
222800,심텍,20250623,23450,23800,22450,23350,683550,15753
222800,심텍,20250624,24000,24600,23650,24050,549227,13224
222800,심텍,20250625,25250,25300,24000,24100,435283,10615
222800,심텍,20250626,24850,25200,23350,23400,501666,12017
222800,심텍,20250627,23750,23750,23100,23250,185497,4335
222800,심텍,20250630,23550,24700,23450,24100,429552,10318
222800,심텍,20250701,24450,24650,23450,23550,407728,9829
222800,심텍,20250702,23450,23500,21700,22450,552755,12279
222800,심텍,20250703,22800,23650,22700,23500,351948,8215
222800,심텍,20250704,23650,23650,22750,22900,196354,4526
222800,심텍,20250707,22300,22900,22200,22300,196508,4415
222800,심텍,20250708,21900,22700,21850,22600,185278,4137
222800,심텍,20250709,22850,22950,22150,22150,172260,3855
222800,심텍,20250710,22500,23150,22300,22300,251706,5677
222800,심텍,20250711,22550,23250,22550,22600,237520,5422
222800,심텍,20250714,22600,22650,22000,22300,168412,3765
222800,심텍,20250715,22250,26200,22200,25500,1998766,50060
222800,심텍,20250716,25750,26350,25000,25750,941301,24151
222800,심텍,20250717,25650,25800,24450,25000,576812,14359
222800,심텍,20250718,25500,25500,24700,25000,316913,7945
222800,심텍,20250721,24700,25200,24450,24550,222795,5497
222800,심텍,20250722,24950,24950,23150,23350,365690,8684
222800,심텍,20250723,23400,23450,22400,23350,298317,6830
222800,심텍,20250724,24250,24250,22500,22700,386124,8897
222800,심텍,20250725,22800,22900,22450,22550,107205,2427
222800,심텍,20250728,22950,23200,22500,23150,229661,5263
222800,심텍,20250729,23450,23450,22350,22600,251962,5682
222800,심텍,20250730,22450,23950,22450,23450,555966,13077
222800,심텍,20250731,23500,23650,22800,23050,182631,4209
222800,심텍,20250801,22450,22600,21600,21650,264949,5816
222800,심텍,20250804,21800,22200,21400,22000,126274,2765
222800,심텍,20250805,22300,22850,22050,22300,160146,3588
222800,심텍,20250806,22200,23650,22000,23300,342513,7891
222800,심텍,20250807,23400,23750,22875,23600,198459,4633
222800,심텍,20250808,25500,28350,25000,27850,5398665,147781
222800,심텍,20250811,27750,28550,27550,28050,1152668,32352
222800,심텍,20250812,27350,27800,26900,27100,617056,16864
222800,심텍,20250813,27400,27550,25000,25750,1069819,27589
222800,심텍,20250814,25450,25550,24650,25000,464051,11588
222800,심텍,20250818,24600,24700,24200,24350,245828,5980
222800,심텍,20250819,24500,24800,24050,24150,258890,6317
222800,심텍,20250820,23400,23750,22750,23350,443283,10239
222800,심텍,20250821,23550,23700,22900,23050,316865,7333
222800,심텍,20250822,22950,24000,22900,23600,370614,8747
222800,심텍,20250825,24200,24550,23800,24500,244089,5943
222800,심텍,20250826,24150,25150,24000,24800,347393,8632
222800,심텍,20250827,24800,25950,24550,25800,644896,16434
222800,심텍,20250828,25100,26200,25000,26000,465233,12019
222800,심텍,20250829,26050,26250,25350,25500,278414,7153
222800,심텍,20250901,24600,24850,24000,24250,382564,9314
222800,심텍,20250902,24500,25000,24400,24500,172023,4231
222800,심텍,20250903,24450,24950,24200,24650,150504,3689
222800,심텍,20250904,25100,25400,24550,24750,250001,6243
222800,심텍,20250905,25050,25350,24450,24500,186970,4638
222800,심텍,20250908,24700,25300,24350,24850,286587,7075
222800,심텍,20250909,26000,28500,25600,28350,2441977,66844
222800,심텍,20250910,29250,29700,28200,28650,1063314,30579
222800,심텍,20250911,29400,29500,28500,29350,831946,24165
222800,심텍,20250912,29900,30000,28700,29150,677377,19859
222800,심텍,20250915,31250,32500,30600,31850,1928884,60800
222800,심텍,20250916,31300,34000,31150,32600,1747426,57091
222800,심텍,20250917,31550,33300,31200,32550,818004,26475
222800,심텍,20250918,33300,33950,32000,33100,981313,32664
222800,심텍,20250919,33650,34300,32800,33500,672385,22595
222800,심텍,20250922,33900,37350,33800,36800,1882262,68359
222800,심텍,20250923,38000,38150,36650,37350,876438,32713
222800,심텍,20250924,36750,42700,36500,42000,3373791,136805
222800,심텍,20250925,41000,42500,40150,41550,1117239,46587
