code,name,date,open,high,low,close,volume,trade_value
101490,에스앤에스텍,20250321,35250,36600,34900,35650,167667,5999
101490,에스앤에스텍,20250324,35500,36600,35250,36400,136164,4929
101490,에스앤에스텍,20250325,36400,36450,34100,34150,253032,8795
101490,에스앤에스텍,20250326,34150,35150,34000,34400,141244,4882
101490,에스앤에스텍,20250327,33350,34750,33300,33800,109792,3715
101490,에스앤에스텍,20250328,33500,33750,31800,32900,198108,6429
101490,에스앤에스텍,20250331,32200,32400,31100,31350,193308,6115
101490,에스앤에스텍,20250401,31500,33500,31000,33000,175256,5697
101490,에스앤에스텍,20250402,33000,33250,31950,32500,86841,2828
101490,에스앤에스텍,20250403,30900,32400,30900,32250,83410,2666
101490,에스앤에스텍,20250404,32000,32050,29600,30350,219282,6719
101490,에스앤에스텍,20250407,28900,29650,28450,28800,134012,3882
101490,에스앤에스텍,20250408,30000,30100,28300,28500,122502,3552
101490,에스앤에스텍,20250409,28000,28850,27400,27850,110042,3071
101490,에스앤에스텍,20250410,30450,30800,29350,30150,213174,6430
101490,에스앤에스텍,20250411,29900,30000,28850,29650,130865,3840
101490,에스앤에스텍,20250414,30150,30600,29950,30400,68215,2065
101490,에스앤에스텍,20250415,30200,34300,30100,34100,291752,9687
101490,에스앤에스텍,20250416,33700,33750,32100,32350,144415,4735
101490,에스앤에스텍,20250417,32000,33450,31850,32400,136989,4458
101490,에스앤에스텍,20250418,32400,34300,31950,34150,116184,3857
101490,에스앤에스텍,20250421,34650,36200,34100,35150,275958,9749
101490,에스앤에스텍,20250422,34500,36100,34500,35200,178272,6311
101490,에스앤에스텍,20250423,36250,38150,35400,37250,695527,25661
101490,에스앤에스텍,20250424,37250,37400,35800,36650,167816,6163
101490,에스앤에스텍,20250425,37150,37700,36500,36900,134145,4963
101490,에스앤에스텍,20250428,36500,36900,33900,34850,384933,13426
101490,에스앤에스텍,20250429,34950,35400,34450,35100,122123,4258
101490,에스앤에스텍,20250430,34750,35100,33900,34500,219488,7536
101490,에스앤에스텍,20250502,34250,35350,34200,34650,87627,3043
101490,에스앤에스텍,20250507,35400,35400,34150,34600,101023,3484
101490,에스앤에스텍,20250508,35000,35150,33650,33800,144891,4941
101490,에스앤에스텍,20250509,34050,34050,32500,33250,165796,5471
101490,에스앤에스텍,20250512,33750,36150,33400,36100,230924,8060
