code,name,date,open,high,low,close,volume,trade_value
095610,테스,20250321,24150,24250,23650,24100,144957,3476
095610,테스,20250324,23750,24550,23000,23950,158958,3805
095610,테스,20250325,23850,24150,22750,22900,105763,2439
095610,테스,20250326,23150,23450,22600,23050,110329,2529
095610,테스,20250327,22550,23150,22400,22800,99106,2270
095610,테스,20250328,22650,22650,21550,21700,114432,2503
095610,테스,20250331,21100,21850,21000,21700,74173,1598
095610,테스,20250401,22050,22400,21100,21500,170188,3660
095610,테스,20250402,21900,22350,21300,22000,127957,2803
095610,테스,20250403,21300,21650,20900,21250,72809,1546
095610,테스,20250404,21000,21050,19090,19410,286289,5669
095610,테스,20250407,18420,18890,17520,17940,113172,2063
095610,테스,20250408,18550,18820,17950,18000,124312,2263
095610,테스,20250409,17920,18070,17230,17390,117855,2065
095610,테스,20250410,19000,19180,18470,18620,125840,2363
095610,테스,20250411,18140,19170,18140,18900,98804,1860
095610,테스,20250414,19320,19790,19200,19630,88676,1733
095610,테스,20250415,19630,21400,19600,21000,151073,3146
095610,테스,20250416,20800,20900,20050,20200,77732,1581
095610,테스,20250417,20200,20550,20000,20500,75568,1531
095610,테스,20250418,20300,20450,20050,20300,30389,615
095610,테스,20250421,20150,21250,20100,20850,67330,1402
095610,테스,20250422,20450,20950,20400,20550,46889,971
095610,테스,20250423,21000,21850,20700,21600,124881,2661
095610,테스,20250424,21750,21950,21400,21550,79071,1714
095610,테스,20250425,22000,22500,21900,22100,103727,2307
095610,테스,20250428,21950,22200,20700,20900,142236,2994
095610,테스,20250429,20900,21300,20650,21000,26040,547
095610,테스,20250430,20800,21000,19980,20150,165499,3338
095610,테스,20250502,20150,21100,20100,20900,67652,1404
095610,테스,20250507,21300,21300,20650,20900,48606,1020
095610,테스,20250508,20950,21300,20650,20900,41115,859
095610,테스,20250509,21100,21150,20650,20900,55057,1150
095610,테스,20250512,21300,22400,20800,22200,211320,4586
095610,테스,20250513,22850,23550,22200,23100,228063,5247
095610,테스,20250514,23850,23850,23000,23050,134650,3136
095610,테스,20250515,23000,23400,22300,22500,117474,2676
095610,테스,20250516,22550,22750,22050,22550,55457,1240
095610,테스,20250519,22150,22350,21250,21550,137543,2960
095610,테스,20250520,22450,22900,21700,22100,188623,4187
095610,테스,20250521,22800,23450,22500,23100,150265,3472
095610,테스,20250522,22750,22950,22050,22350,97864,2192
095610,테스,20250523,22400,22750,22250,22450,79638,1789
095610,테스,20250526,22600,23000,22400,22850,90899,2066
095610,테스,20250527,22900,23150,22350,22650,46507,1048
095610,테스,20250528,23150,23850,22800,23150,115408,2692
095610,테스,20250529,23800,23950,23100,23450,108251,2534
095610,테스,20250530,23050,23150,22350,22400,76356,1732
095610,테스,20250602,22200,22650,22050,22350,91513,2043
095610,테스,20250604,22700,23350,22600,22700,104560,2403
095610,테스,20250605,23000,25250,22750,24600,448337,11016
095610,테스,20250609,25350,25400,23900,23900,149594,3626
095610,테스,20250610,24300,24400,23700,23700,72757,1738
095610,테스,20250611,24100,25050,23900,24700,236298,5789
095610,테스,20250612,24450,25050,24150,24400,154213,3794
095610,테스,20250613,24450,24800,23400,24400,218558,5298
095610,테스,20250616,23950,24300,23800,24100,81514,1956
095610,테스,20250617,24350,26300,24150,25500,292241,7490
095610,테스,20250618,25300,25400,24800,25300,83491,2100
095610,테스,20250619,25500,26250,24500,25800,206120,5277
095610,테스,20250620,25700,26950,25400,26050,197225,5201
095610,테스,20250623,25250,25600,24550,25450,150909,3788
095610,테스,20250624,26050,26450,25250,25650,158063,4106
095610,테스,20250625,26600,26600,25550,26150,151224,3931
095610,테스,20250626,26400,26650,25500,25900,181129,4717
095610,테스,20250627,26000,26200,25450,25650,81046,2087
095610,테스,20250630,25600,25900,25150,25350,86934,2218
095610,테스,20250701,25300,25600,24900,25050,116993,2943
095610,테스,20250702,24900,25200,24200,24950,176770,4377
095610,테스,20250703,25250,27100,25250,26800,282290,7486
095610,테스,20250704,27350,27700,26300,26800,194031,5224
095610,테스,20250707,27000,27050,26350,26800,94694,2527
095610,테스,20250708,26150,27300,25850,27000,147195,3955
095610,테스,20250709,26900,27200,26150,26750,131635,3539
095610,테스,20250710,27150,27300,25850,25900,130774,3444
095610,테스,20250711,26250,27050,26150,26500,128148,3411
095610,테스,20250714,26450,26800,26250,26500,72793,1929
095610,테스,20250715,26100,26700,25700,26600,134986,3546
095610,테스,20250716,26400,28150,26350,27800,344842,9531
